student_id,gender,age,study_hours_per_day,attendance_pct,sleep_hours,extra_curricular,internet_access,parent_education,math_score,science_score,english_score,history_score,cs_score,avg_score,grade,pass_fail,score_band
STU0207,Female,16,6.0,62.6,6.2,No,Yes,PhD,35.0,40.7,50.9,59.6,41.6,45.56,D,Pass,40–55
STU0208,Male,15,6.0,99.1,6.2,No,Yes,Bachelor,51.6,36.8,34.0,47.9,51.2,44.3,D,Pass,40–55
STU0209,Male,16,6.0,53.0,5.3,Yes,Yes,Bachelor,49.6,35.9,39.9,24.2,43.1,38.54,F,Fail,Below 40
STU0210,Female,15,12.0,98.4,9.1,No,Yes,Bachelor,84.7,68.1,76.8,85.7,76.3,78.32,B,Pass,70–85
STU0211,Male,19,6.1,80.5,5.5,Yes,Yes,Master,37.7,43.3,45.6,34.9,46.2,41.54,D,Pass,40–55
STU0212,Male,18,7.3,76.8,6.2,No,Yes,High School,54.9,50.9,64.2,47.8,37.9,51.14,D,Pass,40–55
STU0213,Female,15,6.9,71.5,6.1,Yes,Yes,Bachelor,33.2,57.7,42.9,46.5,41.6,44.38,D,Pass,40–55
STU0214,Female,19,6.3,82.8,8.1,No,Yes,Bachelor,50.4,51.9,55.5,49.4,53.9,52.22,D,Pass,40–55
STU0215,Male,18,4.4,77.5,6.6,No,No,Bachelor,55.9,43.5,43.2,47.6,54.5,48.94,D,Pass,40–55
STU0216,Male,17,6.5,91.2,8.5,No,Yes,Bachelor,45.9,43.6,62.3,46.6,52.7,50.22,D,Pass,40–55
STU0217,Female,15,3.5,79.4,6.2,No,Yes,High School,31.0,29.7,33.0,34.9,40.3,33.78,F,Fail,Below 40
STU0218,Female,15,4.5,79.8,7.3,Yes,Yes,Bachelor,48.2,58.2,36.9,41.9,49.7,46.98,D,Pass,40–55
STU0219,Male,17,4.0,73.6,6.0,Yes,Yes,Master,25.9,31.6,45.9,39.7,31.7,34.96,F,Fail,Below 40
STU0220,Male,17,5.2,77.3,9.6,Yes,Yes,High School,38.8,58.8,46.8,44.8,46.8,47.2,D,Pass,40–55
STU0221,Male,15,9.6,81.7,5.6,Yes,Yes,Master,67.8,60.8,52.2,67.4,57.1,61.06,C,Pass,55–70
STU0222,Male,17,1.3,57.5,7.4,No,Yes,Bachelor,17.2,22.3,18.5,30.7,29.2,23.58,F,Fail,Below 40
STU0223,Male,16,6.4,61.8,7.8,Yes,Yes,Master,42.1,53.7,46.7,48.0,45.2,47.14,D,Pass,40–55
STU0224,Female,18,1.8,86.9,7.5,Yes,Yes,Bachelor,39.1,44.6,39.0,37.7,35.6,39.2,F,Fail,Below 40
STU0225,Female,18,4.1,80.1,6.8,No,Yes,Bachelor,43.6,39.2,35.5,24.4,34.0,35.34,F,Fail,Below 40
STU0226,Female,18,7.2,75.8,6.8,No,Yes,No Education,53.6,48.0,31.0,52.0,57.1,48.34,D,Pass,40–55
STU0227,Male,16,5.1,78.2,7.1,No,Yes,Master,41.3,43.5,47.6,48.8,60.7,48.38,D,Pass,40–55
STU0228,Female,17,2.8,82.2,6.8,Yes,Yes,No Education,39.0,39.1,27.5,43.3,28.0,35.38,F,Fail,Below 40
STU0229,Male,19,3.6,71.5,8.2,Yes,Yes,Master,34.7,43.8,21.6,28.8,33.0,32.38,F,Fail,Below 40
STU0230,Female,17,6.4,68.7,9.7,No,Yes,PhD,49.7,46.1,26.2,39.4,47.9,41.86,D,Pass,40–55
STU0231,Female,15,3.5,80.4,6.3,Yes,Yes,High School,34.3,43.8,44.0,32.5,44.6,39.84,F,Fail,Below 40
STU0232,Male,18,5.4,66.3,5.4,Yes,Yes,High School,40.1,56.4,42.5,47.0,37.1,44.62,D,Pass,40–55
STU0233,Female,17,5.1,82.9,6.9,No,Yes,Bachelor,37.3,48.7,43.7,55.6,22.6,41.58,D,Pass,40–55
STU0234,Male,19,3.7,57.6,10.0,No,Yes,High School,31.8,34.9,41.8,28.0,42.9,35.88,F,Fail,Below 40
STU0235,Female,15,9.3,90.3,6.0,No,Yes,Master,57.8,50.6,68.7,73.3,70.3,64.14,C,Pass,55–70
STU0236,Male,16,6.3,83.7,9.0,Yes,Yes,High School,41.3,26.5,61.5,51.4,36.2,43.38,D,Pass,40–55
STU0237,Male,16,1.0,81.1,9.0,Yes,Yes,High School,30.4,31.8,18.6,27.1,23.5,26.28,F,Fail,Below 40
STU0238,Female,19,5.4,89.8,6.3,No,Yes,PhD,50.1,47.6,48.2,46.3,61.0,50.64,D,Pass,40–55
STU0239,Male,15,3.7,98.0,7.7,Yes,Yes,Bachelor,50.4,39.5,32.8,51.6,55.7,46.0,D,Pass,40–55
STU0240,Female,18,6.7,90.2,9.0,No,No,Master,50.4,56.1,52.3,57.1,61.4,55.46,C,Pass,55–70
STU0241,Male,17,3.4,55.9,6.5,No,Yes,High School,33.7,29.9,28.7,53.2,29.0,34.9,F,Fail,Below 40
STU0242,Female,15,4.8,62.6,6.8,No,Yes,Bachelor,42.3,48.0,42.3,29.4,38.5,40.1,D,Pass,40–55
STU0243,Female,16,6.0,70.5,6.3,Yes,Yes,Bachelor,48.7,46.0,45.5,50.4,44.1,46.94,D,Pass,40–55
STU0244,Female,19,6.7,78.3,5.8,Yes,No,Bachelor,43.8,43.7,54.8,45.1,59.4,49.36,D,Pass,40–55
STU0245,Male,19,2.6,84.2,6.2,No,No,Bachelor,36.9,44.6,40.6,27.0,28.7,35.56,F,Fail,Below 40
STU0246,Male,17,4.3,69.3,5.5,No,Yes,Bachelor,41.0,36.2,53.2,38.0,31.7,40.02,D,Pass,40–55
STU0247,Male,19,4.1,80.2,7.0,No,Yes,Bachelor,40.3,45.0,38.1,41.6,48.4,42.68,D,Pass,40–55
STU0248,Male,19,3.7,68.9,6.1,Yes,Yes,High School,18.8,31.2,28.9,64.6,35.1,35.72,F,Fail,Below 40
STU0249,Female,15,8.5,70.7,7.3,Yes,Yes,Bachelor,56.6,49.5,57.0,53.5,66.3,56.58,C,Pass,55–70
STU0250,Female,18,5.8,61.1,5.1,No,Yes,High School,59.3,42.3,36.0,30.3,36.2,40.82,D,Pass,40–55
STU0251,Female,17,2.5,66.9,7.4,No,Yes,Bachelor,27.1,30.1,40.4,32.7,29.6,31.98,F,Fail,Below 40
STU0252,Female,15,6.8,61.8,8.0,No,Yes,High School,40.1,50.2,43.9,25.1,38.5,39.56,F,Fail,Below 40
STU0253,Female,18,9.2,66.3,4.6,Yes,Yes,Bachelor,59.9,54.4,52.9,55.9,56.9,56.0,C,Pass,55–70
STU0254,Female,15,7.1,90.6,7.4,No,No,Bachelor,58.0,38.9,52.2,55.6,43.6,49.66,D,Pass,40–55
STU0255,Male,15,2.0,66.6,8.5,No,Yes,High School,37.4,23.9,32.9,35.8,23.9,30.78,F,Fail,Below 40
STU0256,Female,19,4.0,100.0,5.5,No,Yes,High School,36.1,53.3,45.0,55.9,34.6,44.98,D,Pass,40–55
STU0257,Female,18,7.5,83.9,9.0,No,Yes,High School,61.2,52.6,50.8,50.3,60.9,55.16,C,Pass,55–70
STU0258,Female,17,3.6,80.2,7.5,Yes,Yes,Bachelor,43.1,36.2,50.1,36.9,44.1,42.08,D,Pass,40–55
STU0259,Male,17,5.9,67.7,6.2,No,Yes,Master,42.7,52.7,37.9,36.2,30.0,39.9,F,Fail,Below 40
STU0260,Male,18,6.5,86.4,6.9,Yes,Yes,No Education,54.8,45.7,52.4,40.8,62.8,51.3,D,Pass,40–55
STU0261,Male,19,3.1,71.1,7.7,No,No,Bachelor,42.1,20.0,38.5,37.0,53.9,38.3,F,Fail,Below 40
STU0262,Female,16,4.9,79.5,7.1,No,Yes,High School,50.3,41.9,31.9,30.6,43.7,39.68,F,Fail,Below 40
STU0263,Female,15,1.0,100.0,7.6,Yes,Yes,Bachelor,24.9,29.6,37.4,29.9,28.9,30.14,F,Fail,Below 40
STU0264,Male,19,3.0,76.8,5.9,No,Yes,Master,41.4,26.2,27.5,24.9,57.5,35.5,F,Fail,Below 40
STU0265,Female,18,4.5,91.8,7.2,Yes,Yes,High School,45.0,43.9,51.3,51.0,35.0,45.24,D,Pass,40–55
STU0266,Male,15,2.5,69.6,5.3,No,Yes,Bachelor,31.5,35.3,24.1,48.9,31.0,34.16,F,Fail,Below 40
STU0267,Male,17,8.3,77.6,6.9,No,Yes,No Education,56.9,56.2,61.2,43.3,57.8,55.08,C,Pass,55–70
STU0268,Male,16,2.1,99.2,5.9,Yes,Yes,High School,37.1,41.1,46.1,19.8,49.1,38.64,F,Fail,Below 40
STU0269,Female,17,4.1,70.5,6.1,Yes,Yes,High School,47.2,53.9,43.7,36.4,40.5,44.34,D,Pass,40–55
STU0270,Female,18,5.3,99.7,8.5,No,Yes,No Education,50.3,47.9,52.7,51.1,47.0,49.8,D,Pass,40–55
STU0271,Male,15,7.9,86.5,8.3,Yes,Yes,Bachelor,48.5,60.0,55.9,59.7,49.9,54.8,D,Pass,40–55
STU0272,Female,18,2.1,71.3,7.7,No,Yes,Bachelor,26.7,25.3,25.9,25.4,27.2,26.1,F,Fail,Below 40
STU0273,Male,15,7.3,85.6,5.7,No,Yes,Bachelor,56.4,47.4,65.3,53.0,46.9,53.8,D,Pass,40–55
STU0274,Female,19,5.0,89.7,6.6,No,Yes,High School,56.8,41.7,42.1,50.7,47.4,47.74,D,Pass,40–55
STU0275,Female,16,3.0,85.5,8.5,Yes,Yes,High School,42.6,33.5,30.5,48.2,33.3,37.62,F,Fail,Below 40
STU0276,Female,19,5.9,59.2,7.2,No,Yes,Bachelor,34.6,44.7,46.1,21.9,29.5,35.36,F,Fail,Below 40
STU0277,Male,19,5.4,69.3,9.8,No,Yes,PhD,62.3,63.5,36.8,38.7,52.4,50.74,D,Pass,40–55
STU0278,Female,18,3.8,75.0,7.5,Yes,Yes,High School,39.8,31.3,31.1,39.8,33.7,35.14,F,Fail,Below 40
STU0279,Female,16,5.1,77.1,7.2,No,No,Master,53.9,39.9,33.6,34.5,33.5,39.08,F,Fail,Below 40
STU0280,Male,15,4.2,85.4,6.6,No,No,Bachelor,41.3,42.0,39.2,59.9,41.2,44.72,D,Pass,40–55
STU0281,Female,15,5.2,80.1,7.2,No,Yes,Bachelor,49.2,48.5,44.4,38.6,45.5,45.24,D,Pass,40–55
STU0282,Male,17,6.3,62.0,6.8,Yes,Yes,Bachelor,50.6,46.3,45.6,43.5,29.9,43.18,D,Pass,40–55
STU0283,Female,15,8.2,82.6,7.8,No,Yes,High School,67.2,69.0,64.1,63.0,60.1,64.68,C,Pass,55–70
STU0284,Male,18,2.5,85.3,8.1,Yes,Yes,High School,44.2,13.9,39.4,29.8,27.3,30.92,F,Fail,Below 40
STU0285,Female,19,9.3,84.7,6.1,Yes,Yes,Bachelor,69.5,41.0,61.1,44.0,76.2,58.36,C,Pass,55–70
STU0286,Female,19,1.1,91.0,5.4,No,Yes,High School,29.2,27.2,30.3,27.4,35.9,30.0,F,Fail,Below 40
STU0287,Male,19,4.7,88.0,4.8,No,Yes,Master,40.6,55.1,48.8,55.5,42.0,48.4,D,Pass,40–55
STU0288,Male,16,6.2,83.5,7.6,Yes,Yes,Bachelor,52.4,35.7,58.7,46.4,43.8,47.4,D,Pass,40–55
STU0289,Male,15,5.6,77.2,5.7,Yes,Yes,High School,52.9,18.3,46.3,36.9,44.6,39.8,F,Fail,Below 40
STU0290,Male,18,3.8,58.1,4.4,Yes,Yes,Bachelor,30.7,37.6,29.2,41.7,37.3,35.3,F,Fail,Below 40
STU0291,Male,16,4.6,83.2,7.5,Yes,Yes,High School,51.8,45.5,36.3,40.0,43.1,43.34,D,Pass,40–55
STU0292,Female,17,4.0,80.5,10.0,Yes,Yes,Bachelor,51.8,30.4,30.1,35.1,38.5,37.18,F,Fail,Below 40
STU0293,Male,18,3.8,81.3,7.0,Yes,Yes,Bachelor,32.3,30.8,44.3,41.2,40.1,37.74,F,Fail,Below 40
STU0294,Male,18,6.7,62.7,8.0,No,No,Master,38.9,36.9,49.6,53.3,40.8,43.9,D,Pass,40–55
STU0295,Female,18,5.7,65.0,7.1,No,Yes,Bachelor,41.2,43.4,46.4,66.2,39.6,47.36,D,Pass,40–55
STU0296,Male,19,3.6,90.6,6.9,No,Yes,Bachelor,44.1,36.0,40.7,49.9,25.0,39.14,F,Fail,Below 40
STU0297,Female,18,6.8,77.5,8.1,No,Yes,Bachelor,46.3,54.9,60.3,62.1,58.2,56.36,C,Pass,55–70
STU0298,Female,15,5.6,86.2,6.7,Yes,No,Master,59.1,22.6,44.9,43.3,50.7,44.12,D,Pass,40–55
STU0299,Female,18,6.6,78.3,7.3,No,Yes,High School,53.4,42.3,56.7,39.7,43.8,47.18,D,Pass,40–55
STU0300,Female,19,6.3,78.4,7.4,No,Yes,No Education,48.9,38.4,48.3,49.2,63.7,49.7,D,Pass,40–55
STU0301,Female,18,3.3,89.3,6.2,No,Yes,High School,28.7,37.8,35.9,41.2,40.8,36.88,F,Fail,Below 40
STU0302,Male,17,3.9,71.8,8.2,No,Yes,High School,26.5,32.2,41.2,26.3,28.8,31.0,F,Fail,Below 40
STU0303,Male,17,6.5,79.2,6.8,No,Yes,Bachelor,52.0,56.9,52.6,48.0,56.6,53.22,D,Pass,40–55
STU0304,Male,19,6.2,72.5,6.1,No,Yes,Bachelor,29.6,29.9,49.1,50.6,49.8,41.8,D,Pass,40–55
STU0305,Female,15,5.0,72.8,7.6,Yes,Yes,Bachelor,49.8,42.1,42.2,45.3,44.8,44.84,D,Pass,40–55
STU0306,Male,15,5.2,74.3,5.9,No,Yes,No Education,42.0,48.3,43.0,48.3,39.8,44.28,D,Pass,40–55
STU0307,Female,16,7.6,80.7,7.0,No,No,Bachelor,80.4,71.1,71.1,57.3,58.0,67.58,C,Pass,55–70
STU0308,Female,19,3.8,72.3,7.0,No,Yes,High School,55.4,32.6,45.2,31.9,34.8,39.98,F,Fail,Below 40
STU0309,Female,18,6.1,93.1,8.3,No,Yes,Bachelor,50.8,55.2,57.4,47.2,56.7,53.46,D,Pass,40–55
STU0310,Female,19,4.6,67.3,7.6,Yes,Yes,Bachelor,37.7,22.3,39.3,26.6,23.3,29.84,F,Fail,Below 40
STU0311,Male,16,4.6,75.8,7.0,Yes,Yes,High School,49.0,19.5,48.0,58.8,37.5,42.56,D,Pass,40–55
STU0312,Female,19,7.2,72.7,8.0,No,No,High School,64.2,58.2,54.2,50.7,64.4,58.34,C,Pass,55–70
STU0313,Female,19,6.7,95.4,8.7,No,Yes,High School,42.1,55.2,55.4,53.0,49.1,50.96,D,Pass,40–55
STU0314,Male,16,6.6,80.4,7.7,No,Yes,Master,36.3,61.2,48.5,41.3,45.8,46.62,D,Pass,40–55
STU0315,Male,15,7.6,90.4,7.0,Yes,Yes,Master,52.6,45.2,57.0,86.9,54.0,59.14,C,Pass,55–70
STU0316,Female,18,5.0,60.2,5.4,Yes,Yes,Bachelor,42.9,42.9,16.0,27.5,28.5,31.56,F,Fail,Below 40
STU0317,Female,16,6.4,81.2,5.7,No,Yes,High School,53.8,66.6,51.3,45.5,32.2,49.88,D,Pass,40–55
STU0318,Female,17,4.4,88.7,6.6,No,Yes,Bachelor,52.7,47.9,40.7,48.3,42.3,46.38,D,Pass,40–55
STU0319,Female,15,5.6,79.0,6.3,No,Yes,Bachelor,36.7,48.8,57.4,52.3,47.4,48.52,D,Pass,40–55
STU0320,Female,17,4.7,90.8,6.8,No,No,Bachelor,27.7,46.3,46.3,55.8,45.8,44.38,D,Pass,40–55
STU0321,Female,15,5.2,71.8,7.1,No,Yes,High School,49.2,28.2,34.0,60.4,41.2,42.6,D,Pass,40–55
STU0322,Male,18,6.2,94.9,7.6,Yes,Yes,No Education,46.6,65.4,52.9,58.3,53.6,55.36,C,Pass,55–70
STU0323,Male,18,3.4,100.0,6.9,No,Yes,Bachelor,27.3,38.0,36.1,32.9,51.6,37.18,F,Fail,Below 40
STU0324,Male,19,9.2,73.6,7.6,No,Yes,High School,60.0,63.4,62.1,56.3,57.3,59.82,C,Pass,55–70
STU0325,Female,17,3.0,72.7,7.1,No,Yes,High School,40.1,19.7,35.8,36.8,29.2,32.32,F,Fail,Below 40
STU0326,Female,15,2.6,95.4,4.6,No,Yes,No Education,37.9,28.3,45.6,59.6,36.7,41.62,D,Pass,40–55
STU0327,Female,18,7.3,97.0,5.9,No,Yes,Bachelor,54.7,71.3,52.8,44.4,63.0,57.24,C,Pass,55–70
STU0328,Male,16,6.6,71.7,6.8,Yes,Yes,Master,46.6,44.7,48.1,59.9,59.1,51.68,D,Pass,40–55
STU0329,Female,18,6.2,73.0,5.5,No,Yes,PhD,43.9,60.0,37.3,48.7,41.9,46.36,D,Pass,40–55
STU0330,Female,16,6.3,74.6,7.7,Yes,No,Bachelor,36.6,46.7,52.3,55.8,48.2,47.92,D,Pass,40–55
STU0331,Female,15,5.0,61.9,8.8,No,Yes,Bachelor,32.7,21.9,42.1,37.4,41.2,35.06,F,Fail,Below 40
STU0332,Female,18,3.2,67.0,8.5,Yes,Yes,High School,37.1,40.9,36.4,24.5,25.0,32.78,F,Fail,Below 40
STU0333,Male,18,5.2,66.0,6.7,Yes,Yes,Bachelor,43.0,35.1,40.4,47.9,40.6,41.4,D,Pass,40–55
STU0334,Female,15,3.6,68.8,8.8,No,Yes,High School,36.6,41.5,38.1,41.8,23.5,36.3,F,Fail,Below 40
STU0335,Male,18,7.0,77.6,7.2,Yes,Yes,Bachelor,43.1,51.3,62.3,60.8,36.9,50.88,D,Pass,40–55
STU0336,Male,16,4.7,80.8,6.6,No,Yes,High School,41.6,29.2,41.1,42.9,46.0,40.16,D,Pass,40–55
STU0337,Female,18,3.3,96.6,6.3,No,Yes,High School,25.0,43.9,43.3,36.4,39.3,37.58,F,Fail,Below 40
STU0338,Female,17,4.4,66.0,6.6,Yes,Yes,High School,38.7,57.0,29.6,21.6,38.9,37.16,F,Fail,Below 40
STU0339,Female,19,5.8,89.8,6.5,No,Yes,High School,61.7,54.7,44.2,58.4,50.1,53.82,D,Pass,40–55
STU0340,Female,16,3.9,75.4,7.2,No,Yes,High School,26.3,37.6,38.8,42.4,30.3,35.08,F,Fail,Below 40
STU0341,Female,17,3.4,77.4,7.2,No,Yes,High School,32.0,46.3,44.4,27.0,36.3,37.2,F,Fail,Below 40
STU0342,Female,15,5.5,86.1,7.0,Yes,Yes,PhD,50.4,49.7,46.0,42.4,37.9,45.28,D,Pass,40–55
STU0343,Female,16,5.5,64.5,7.5,Yes,Yes,Bachelor,51.3,43.2,39.7,36.7,52.4,44.66,D,Pass,40–55
STU0344,Male,19,4.0,82.6,8.4,Yes,Yes,Bachelor,37.1,30.9,37.9,25.9,29.9,32.34,F,Fail,Below 40
STU0345,Male,19,4.1,80.0,8.1,Yes,Yes,Master,34.7,42.3,36.5,32.1,38.7,36.86,F,Fail,Below 40
STU0346,Male,15,5.5,83.9,5.2,Yes,Yes,PhD,31.3,56.3,49.1,35.7,38.7,42.22,D,Pass,40–55
STU0347,Male,15,2.1,81.5,4.0,No,Yes,Bachelor,33.7,25.3,22.4,28.7,37.4,29.5,F,Fail,Below 40
STU0348,Male,16,2.2,100.0,8.1,No,Yes,Master,55.1,51.6,47.7,31.4,36.1,44.38,D,Pass,40–55
STU0349,Male,18,3.6,70.3,5.4,No,Yes,High School,37.6,34.5,30.7,19.1,31.2,30.62,F,Fail,Below 40
STU0350,Male,15,4.6,71.6,6.7,No,Yes,High School,39.6,31.8,44.8,60.0,46.6,44.56,D,Pass,40–55
STU0351,Female,18,5.6,70.5,5.6,Yes,Yes,Bachelor,46.2,52.6,34.8,56.2,43.9,46.74,D,Pass,40–55
STU0352,Male,17,8.0,71.3,4.8,Yes,Yes,Bachelor,53.1,50.6,57.9,45.4,57.3,52.86,D,Pass,40–55
STU0353,Female,19,6.7,70.4,7.6,Yes,Yes,Bachelor,41.5,54.8,52.7,50.7,40.1,47.96,D,Pass,40–55
STU0354,Male,18,4.7,92.3,7.9,Yes,Yes,High School,53.0,43.8,49.1,50.6,35.2,46.34,D,Pass,40–55
STU0355,Female,19,5.0,95.0,6.3,No,Yes,High School,50.2,47.8,41.4,60.3,49.2,49.78,D,Pass,40–55
STU0356,Male,18,3.0,71.2,4.0,No,Yes,Bachelor,33.5,37.8,35.1,25.1,30.8,32.46,F,Fail,Below 40
STU0357,Male,17,5.0,68.0,6.3,Yes,No,High School,32.5,42.9,32.0,51.2,45.3,40.78,D,Pass,40–55
STU0358,Female,15,4.4,83.7,7.5,Yes,Yes,Bachelor,53.2,24.8,41.0,37.3,42.1,39.68,F,Fail,Below 40
STU0359,Male,17,5.6,71.4,5.2,No,Yes,Bachelor,49.3,33.9,51.2,30.6,45.6,42.12,D,Pass,40–55
STU0360,Male,15,3.3,85.6,7.2,No,Yes,Bachelor,34.6,47.4,44.6,46.3,26.1,39.8,F,Fail,Below 40
STU0361,Male,15,6.0,80.4,7.0,Yes,Yes,Bachelor,56.3,47.1,48.4,61.2,63.4,55.28,C,Pass,55–70
STU0362,Male,19,8.1,59.8,7.7,No,Yes,Master,46.2,45.5,43.4,76.1,48.9,52.02,D,Pass,40–55
STU0363,Male,17,4.8,96.6,7.1,No,Yes,Bachelor,41.8,35.9,52.6,36.1,53.7,44.02,D,Pass,40–55
STU0364,Male,18,5.8,99.6,5.8,Yes,Yes,Bachelor,47.0,43.4,53.2,60.1,46.4,50.02,D,Pass,40–55
STU0365,Female,17,6.4,70.6,8.4,Yes,Yes,Bachelor,32.5,28.5,30.5,42.6,49.2,36.66,F,Fail,Below 40
STU0366,Female,19,4.2,73.3,6.8,No,Yes,High School,42.6,37.9,44.3,46.6,28.4,39.96,F,Fail,Below 40
STU0367,Female,15,5.4,81.4,7.0,No,No,No Education,31.6,40.8,46.1,31.5,49.8,39.96,F,Fail,Below 40
STU0368,Male,19,5.0,82.0,5.9,No,Yes,High School,34.9,36.0,53.1,32.1,41.9,39.6,F,Fail,Below 40
STU0369,Female,16,5.2,85.9,6.5,Yes,No,Bachelor,29.9,45.9,38.9,38.8,46.8,40.06,D,Pass,40–55
STU0370,Male,16,3.5,100.0,5.9,Yes,Yes,Bachelor,43.1,47.1,21.6,44.6,49.4,41.16,D,Pass,40–55
STU0371,Male,18,5.0,75.9,6.8,No,Yes,Master,41.8,61.8,44.9,36.5,33.1,43.62,D,Pass,40–55
STU0372,Female,19,6.0,68.4,9.1,No,Yes,High School,41.9,30.9,46.6,51.1,39.0,41.9,D,Pass,40–55
STU0373,Male,18,7.9,61.4,5.4,Yes,Yes,High School,41.7,60.5,38.2,60.3,53.7,50.88,D,Pass,40–55
STU0374,Male,18,6.9,69.2,5.1,No,Yes,PhD,39.1,57.2,41.6,54.4,65.2,51.5,D,Pass,40–55
STU0375,Female,16,9.3,77.6,8.8,No,No,High School,64.2,53.5,79.8,76.7,59.4,66.72,C,Pass,55–70
STU0376,Female,18,3.5,99.5,6.7,No,No,Bachelor,39.3,45.6,41.6,47.9,48.5,44.58,D,Pass,40–55
STU0377,Female,16,6.7,71.8,6.2,No,Yes,Bachelor,51.0,44.4,53.6,36.3,47.7,46.6,D,Pass,40–55
STU0378,Female,15,5.4,80.7,8.2,No,Yes,Bachelor,38.6,47.3,41.1,59.3,61.2,49.5,D,Pass,40–55
STU0379,Female,19,9.4,77.8,6.3,No,Yes,High School,62.3,74.4,46.2,54.8,46.9,56.92,C,Pass,55–70
STU0380,Male,18,3.4,92.3,9.2,No,No,High School,51.6,46.7,40.0,50.3,42.0,46.12,D,Pass,40–55
STU0381,Male,16,3.3,100.0,7.8,Yes,Yes,High School,48.0,47.9,41.4,59.0,30.3,45.32,D,Pass,40–55
STU0382,Male,17,3.8,71.6,6.4,No,Yes,Bachelor,33.4,32.8,33.9,41.3,16.6,31.6,F,Fail,Below 40
STU0383,Male,18,1.0,72.1,9.6,Yes,Yes,Bachelor,27.7,12.3,24.8,10.7,28.0,20.7,F,Fail,Below 40
STU0384,Male,15,3.9,90.5,6.3,No,Yes,High School,41.0,41.1,44.8,33.8,44.1,40.96,D,Pass,40–55
STU0385,Female,15,3.5,86.2,7.9,Yes,No,Bachelor,39.8,50.6,38.7,53.0,37.5,43.92,D,Pass,40–55
STU0386,Female,17,5.3,100.0,7.4,Yes,Yes,Master,48.6,37.5,42.4,49.5,50.4,45.68,D,Pass,40–55
STU0387,Female,16,5.7,85.0,8.6,Yes,Yes,No Education,46.9,38.7,51.6,49.0,73.0,51.84,D,Pass,40–55
STU0388,Male,18,8.8,73.7,8.9,Yes,Yes,Bachelor,58.8,58.3,43.5,64.7,55.1,56.08,C,Pass,55–70
STU0389,Female,16,6.9,85.1,7.0,No,Yes,Bachelor,45.2,44.3,38.8,60.1,57.2,49.12,D,Pass,40–55
STU0390,Female,15,3.8,91.3,6.1,No,Yes,High School,34.6,35.6,48.0,45.6,37.6,40.28,D,Pass,40–55
STU0391,Female,16,3.2,87.8,7.6,No,Yes,High School,28.1,35.4,42.7,37.1,41.5,36.96,F,Fail,Below 40
STU0392,Male,15,6.0,84.1,6.2,Yes,Yes,Bachelor,36.4,36.9,48.8,46.0,47.3,43.08,D,Pass,40–55
STU0393,Female,16,2.4,90.8,9.4,Yes,No,Master,26.9,27.9,26.9,45.3,33.4,32.08,F,Fail,Below 40
STU0394,Male,17,8.7,92.0,7.2,Yes,Yes,Master,63.5,68.6,57.3,67.8,76.8,66.8,C,Pass,55–70
STU0395,Male,19,7.4,94.6,6.6,Yes,Yes,Bachelor,50.7,46.0,56.0,55.2,67.2,55.02,C,Pass,55–70
STU0396,Male,17,4.1,85.8,7.2,No,No,Bachelor,46.1,27.6,30.8,52.8,43.1,40.08,D,Pass,40–55
STU0397,Female,17,1.6,76.0,5.4,Yes,Yes,High School,29.4,23.4,23.9,27.8,10.7,23.04,F,Fail,Below 40
STU0398,Female,19,7.7,79.8,5.8,Yes,Yes,Bachelor,39.0,61.3,59.3,46.2,51.9,51.54,D,Pass,40–55
STU0399,Male,19,4.8,92.5,8.4,Yes,Yes,Bachelor,52.1,45.1,56.8,39.2,68.5,52.34,D,Pass,40–55
STU0400,Male,18,7.5,68.2,6.2,Yes,Yes,High School,56.8,46.2,47.4,40.6,48.5,47.9,D,Pass,40–55
STU0401,Male,18,1.8,82.4,5.7,No,Yes,Bachelor,24.0,32.4,37.3,29.2,40.8,32.74,F,Fail,Below 40
STU0402,Male,17,3.8,73.3,7.6,No,No,Bachelor,40.6,21.5,23.8,49.5,48.7,36.82,F,Fail,Below 40
STU0403,Male,17,5.0,78.3,8.4,Yes,Yes,High School,36.7,48.0,48.2,35.5,45.3,42.74,D,Pass,40–55
STU0404,Male,15,5.1,93.3,7.9,Yes,Yes,Master,49.2,51.8,42.8,50.3,41.6,47.14,D,Pass,40–55
STU0405,Female,15,4.1,80.3,8.2,Yes,Yes,No Education,30.4,36.8,42.6,33.9,21.0,32.94,F,Fail,Below 40
STU0406,Male,18,6.2,78.6,6.1,Yes,Yes,High School,34.2,57.6,46.8,45.9,54.0,47.7,D,Pass,40–55
STU0407,Male,18,2.9,61.7,5.3,Yes,Yes,High School,26.9,19.8,39.2,14.9,23.4,24.84,F,Fail,Below 40
STU0408,Male,15,4.7,87.0,8.8,No,Yes,Bachelor,44.0,55.1,38.8,42.7,46.4,45.4,D,Pass,40–55
STU0409,Female,15,5.2,85.7,6.6,No,Yes,Bachelor,43.5,48.1,51.1,44.7,36.7,44.82,D,Pass,40–55
STU0410,Female,16,6.0,100.0,6.7,No,Yes,High School,44.6,51.1,52.2,59.5,52.0,51.88,D,Pass,40–55
STU0411,Female,16,6.4,74.3,8.6,No,No,Bachelor,44.8,47.8,46.9,50.2,48.3,47.6,D,Pass,40–55
STU0412,Male,15,2.8,80.6,7.7,No,Yes,High School,37.3,34.2,33.9,23.2,37.3,33.18,F,Fail,Below 40
